Match,Team_Ining,Batting_Pos,BatsmanName,Out / NotOut,Runs,Balls,Miss,4s,6s,SR,Match_ID
IndiaVsSouthAfrica,India,1,Rohit Sharma,out,9,5,7,2,0,180,T20I # 2729
IndiaVsSouthAfrica,India,2,Virat Kohli,out,76,59,87,6,2,128.81,T20I # 2729
IndiaVsSouthAfrica,India,3,Rishabh Pant,out,0,2,2,0,0,0,T20I # 2729
IndiaVsSouthAfrica,India,4,Suryakumar Yadav,out,3,4,9,0,0,75,T20I # 2729
IndiaVsSouthAfrica,India,5,Axar Patel,out,47,31,38,1,4,151.61,T20I # 2729
IndiaVsSouthAfrica,India,6,Shivam Dube,out,27,16,32,3,1,168.75,T20I # 2729
IndiaVsSouthAfrica,India,7,Hardik Pandya,not out,5,2,7,1,0,250,T20I # 2729
IndiaVsSouthAfrica,India,8,Ravindra Jadeja,out,2,2,1,0,0,100,T20I # 2729
IndiaVsSouthAfrica,South Africa,1,Reeza Hendricks,out,4,5,6,1,0,80,T20I # 2729
IndiaVsSouthAfrica,South Africa,2,Quinton de Kock,out,39,31,54,4,1,125.8,T20I # 2729
IndiaVsSouthAfrica,South Africa,3,Aiden Markram,out,4,5,4,1,0,80,T20I # 2729
IndiaVsSouthAfrica,South Africa,4,Tristan Stubbs,out,31,21,24,3,1,147.61,T20I # 2729
IndiaVsSouthAfrica,South Africa,5,Heinrich Klaasen,out,52,27,33,2,5,192.59,T20I # 2729
IndiaVsSouthAfrica,South Africa,6,David Miller,out,21,17,37,1,1,123.52,T20I # 2729
IndiaVsSouthAfrica,South Africa,7,Marco Jansen,out,2,4,7,0,0,50,T20I # 2729
IndiaVsSouthAfrica,South Africa,8,Keshav Maharaj,not out,2,7,18,0,0,28.57,T20I # 2729
IndiaVsSouthAfrica,South Africa,9,Kagiso Rabada,out,4,3,5,1,0,133.33,T20I # 2729
IndiaVsSouthAfrica,South Africa,10,Anrich Nortje,not out,1,1,1,0,0,100,T20I # 2729
EnglandVsIndia,India,1,Rohit Sharma,out,57,39,57,6,2,146.15,T20I # 2724
EnglandVsIndia,India,2,Virat Kohli,out,9,9,10,0,1,100,T20I # 2724
EnglandVsIndia,India,3,Rishabh Pant,out,4,6,12,0,0,66.66,T20I # 2724
EnglandVsIndia,India,4,Suryakumar Yadav,out,47,36,40,4,2,130.55,T20I # 2724
EnglandVsIndia,India,5,Hardik Pandya,out,23,13,17,1,2,176.92,T20I # 2724
EnglandVsIndia,India,6,Ravindra Jadeja,not out,17,9,24,2,0,188.88,T20I # 2724
EnglandVsIndia,India,7,Shivam Dube,out,0,1,1,0,0,0,T20I # 2724
EnglandVsIndia,India,8,Axar Patel,out,10,6,10,0,1,166.66,T20I # 2724
EnglandVsIndia,India,9,Arshdeep Singh,not out,1,1,1,0,0,100,T20I # 2724
EnglandVsIndia,England,1,Phil Salt,out,5,8,20,0,0,62.5,T20I # 2724
EnglandVsIndia,England,2,Jos Buttler,out,23,15,13,4,0,153.33,T20I # 2724
EnglandVsIndia,England,3,Moeen Ali,out,8,10,18,0,0,80,T20I # 2724
EnglandVsIndia,England,4,Jonny Bairstow,out,0,3,2,0,0,0,T20I # 2724
EnglandVsIndia,England,5,Harry Brook,out,25,19,21,3,0,131.57,T20I # 2724
EnglandVsIndia,England,6,Sam Curran,out,2,4,4,0,0,50,T20I # 2724
EnglandVsIndia,England,7,Liam Livingstone,out,11,16,24,0,0,68.75,T20I # 2724
EnglandVsIndia,England,8,Chris Jordan,out,1,5,6,0,0,20,T20I # 2724
EnglandVsIndia,England,9,Jofra Archer,out,21,15,17,1,2,140,T20I # 2724
EnglandVsIndia,England,10,Adil Rashid,out,2,2,2,0,0,100,T20I # 2724
EnglandVsIndia,England,11,Reece Topley,not out,3,3,6,0,0,100,T20I # 2724
AfghanistanVsSouthAfrica,Afghanistan,1,Rahmanullah Gurbaz,out,0,3,5,0,0,0,T20I # 2723
AfghanistanVsSouthAfrica,Afghanistan,2,Ibrahim Zadran,out,2,5,15,0,0,40,T20I # 2723
AfghanistanVsSouthAfrica,Afghanistan,3,Gulbadin Naib,out,9,8,6,2,0,112.5,T20I # 2723
AfghanistanVsSouthAfrica,Afghanistan,4,Azmatullah Omarzai,out,10,12,18,2,0,83.33,T20I # 2723
AfghanistanVsSouthAfrica,Afghanistan,5,Mohammad Nabi,out,0,3,1,0,0,0,T20I # 2723
AfghanistanVsSouthAfrica,Afghanistan,6,Nangeyalia Kharote,out,2,7,5,0,0,28.57,T20I # 2723
AfghanistanVsSouthAfrica,Afghanistan,7,Karim Janat,out,8,13,22,1,0,61.53,T20I # 2723
AfghanistanVsSouthAfrica,Afghanistan,8,Rashid Khan,out,8,8,20,2,0,100,T20I # 2723
AfghanistanVsSouthAfrica,Afghanistan,9,Noor Ahmad,out,0,2,2,0,0,0,T20I # 2723
AfghanistanVsSouthAfrica,Afghanistan,10,Naveen-ul-Haq,out,2,8,9,0,0,25,T20I # 2723
AfghanistanVsSouthAfrica,Afghanistan,11,Fazalhaq Farooqi,not out,2,2,6,0,0,100,T20I # 2723
AfghanistanVsSouthAfrica,South Africa,1,Quinton de Kock,out,5,8,7,1,0,62.5,T20I # 2723
AfghanistanVsSouthAfrica,South Africa,2,Reeza Hendricks,not out,29,25,44,3,1,116,T20I # 2723
AfghanistanVsSouthAfrica,South Africa,3,Aiden Markram,not out,23,21,35,4,0,109.52,T20I # 2723
BangladeshVsAfghanistan,Afghanistan,1,Rahmanullah Gurbaz,out,43,55,69,3,1,78.18,T20I # 2722
BangladeshVsAfghanistan,Afghanistan,2,Ibrahim Zadran,out,18,29,46,1,0,62.06,T20I # 2722
BangladeshVsAfghanistan,Afghanistan,3,Azmatullah Omarzai,out,10,12,20,0,0,83.33,T20I # 2722
BangladeshVsAfghanistan,Afghanistan,4,Gulbadin Naib,out,4,3,4,1,0,133.33,T20I # 2722
BangladeshVsAfghanistan,Afghanistan,5,Mohammad Nabi,out,1,5,6,0,0,20,T20I # 2722
BangladeshVsAfghanistan,Afghanistan,6,Karim Janat,not out,7,6,15,1,0,116.66,T20I # 2722
BangladeshVsAfghanistan,Afghanistan,7,Rashid Khan,not out,19,10,10,0,3,190,T20I # 2722
BangladeshVsAfghanistan,Bangladesh,1,Litton Das,not out,54,49,95,5,1,110.2,T20I # 2722
BangladeshVsAfghanistan,Bangladesh,2,Tanzid Hasan,out,0,3,12,0,0,0,T20I # 2722
BangladeshVsAfghanistan,Bangladesh,3,Najmul Hossain Shanto,out,5,5,7,1,0,100,T20I # 2722
BangladeshVsAfghanistan,Bangladesh,4,Shakib Al Hasan,out,0,1,1,0,0,0,T20I # 2722
BangladeshVsAfghanistan,Bangladesh,5,Soumya Sarkar,out,10,10,18,1,0,100,T20I # 2722
BangladeshVsAfghanistan,Bangladesh,6,Towhid Hridoy,out,14,9,7,2,0,155.55,T20I # 2722
BangladeshVsAfghanistan,Bangladesh,7,Mahmudullah,out,6,9,8,1,0,66.66,T20I # 2722
BangladeshVsAfghanistan,Bangladesh,8,Rishad Hossain,out,0,1,1,0,0,0,T20I # 2722
BangladeshVsAfghanistan,Bangladesh,9,Tanzim Hasan Sakib,out,3,10,13,0,0,30,T20I # 2722
BangladeshVsAfghanistan,Bangladesh,10,Taskin Ahmed,out,2,9,31,0,0,22.22,T20I # 2722
BangladeshVsAfghanistan,Bangladesh,11,Mustafizur Rahman,out,0,1,1,0,0,0,T20I # 2722
IndiaVsAustralia,India,1,Rohit Sharma,out,92,41,59,7,8,224.39,T20I # 2721
IndiaVsAustralia,India,2,Virat Kohli,out,0,5,8,0,0,0,T20I # 2721
IndiaVsAustralia,India,3,Rishabh Pant,out,15,14,33,1,1,107.14,T20I # 2721
IndiaVsAustralia,India,4,Suryakumar Yadav,out,31,16,29,3,2,193.75,T20I # 2721
IndiaVsAustralia,India,5,Shivam Dube,out,28,22,33,2,1,127.27,T20I # 2721
IndiaVsAustralia,India,6,Hardik Pandya,not out,27,17,24,1,2,158.82,T20I # 2721
IndiaVsAustralia,India,7,Ravindra Jadeja,not out,9,5,4,0,1,180,T20I # 2721
IndiaVsAustralia,Australia,1,David Warner,out,6,6,5,1,0,100,T20I # 2721
IndiaVsAustralia,Australia,2,Travis Head,out,76,43,76,9,4,176.74,T20I # 2721
IndiaVsAustralia,Australia,3,Mitchell Marsh,out,37,28,38,3,2,132.14,T20I # 2721
IndiaVsAustralia,Australia,4,Glenn Maxwell,out,20,12,15,2,1,166.66,T20I # 2721
IndiaVsAustralia,Australia,5,Marcus Stoinis,out,2,4,4,0,0,50,T20I # 2721
IndiaVsAustralia,Australia,6,Tim David,out,15,11,22,1,1,136.36,T20I # 2721
IndiaVsAustralia,Australia,7,Matthew Wade,out,1,2,5,0,0,50,T20I # 2721
IndiaVsAustralia,Australia,8,Pat Cummins,not out,11,7,15,0,1,157.14,T20I # 2721
IndiaVsAustralia,Australia,9,Mitchell Starc,not out,4,7,9,0,0,57.14,T20I # 2721
WestIndiesVsSouthAfrica,West Indies,1,Kyle Mayers,out,35,34,53,3,2,102.94,T20I # 2720
WestIndiesVsSouthAfrica,West Indies,2,Shai Hope,out,0,1,3,0,0,0,T20I # 2720
WestIndiesVsSouthAfrica,West Indies,3,Nicholas Pooran,out,1,3,4,0,0,33.33,T20I # 2720
WestIndiesVsSouthAfrica,West Indies,4,Roston Chase,out,52,42,59,3,2,123.8,T20I # 2720
WestIndiesVsSouthAfrica,West Indies,5,Rovman Powell,out,1,2,2,0,0,50,T20I # 2720
WestIndiesVsSouthAfrica,West Indies,6,Sherfane Rutherford,out,0,4,5,0,0,0,T20I # 2720
WestIndiesVsSouthAfrica,West Indies,7,Andre Russell,out,15,9,15,0,2,166.66,T20I # 2720
WestIndiesVsSouthAfrica,West Indies,8,Akeal Hosein,out,6,11,12,1,0,54.54,T20I # 2720
WestIndiesVsSouthAfrica,West Indies,9,Alzarri Joseph,not out,11,7,14,0,1,157.14,T20I # 2720
WestIndiesVsSouthAfrica,West Indies,10,Gudakesh Motie,not out,4,7,10,1,0,57.14,T20I # 2720
WestIndiesVsSouthAfrica,South Africa,1,Quinton de Kock,out,12,7,10,3,0,171.42,T20I # 2720
WestIndiesVsSouthAfrica,South Africa,2,Reeza Hendricks,out,0,1,5,0,0,0,T20I # 2720
WestIndiesVsSouthAfrica,South Africa,3,Aiden Markram,out,18,15,20,2,0,120,T20I # 2720
WestIndiesVsSouthAfrica,South Africa,4,Tristan Stubbs,out,29,27,55,4,0,107.4,T20I # 2720
WestIndiesVsSouthAfrica,South Africa,5,Heinrich Klaasen,out,22,10,13,3,1,220,T20I # 2720
WestIndiesVsSouthAfrica,South Africa,6,David Miller,out,4,14,18,0,0,28.57,T20I # 2720
WestIndiesVsSouthAfrica,South Africa,7,Marco Jansen,not out,21,14,22,1,1,150,T20I # 2720
WestIndiesVsSouthAfrica,South Africa,8,Keshav Maharaj,out,2,6,9,0,0,33.33,T20I # 2720
WestIndiesVsSouthAfrica,South Africa,9,Kagiso Rabada,not out,5,3,5,1,0,166.66,T20I # 2720
EnglandVsUSA,USA,1,Steven Taylor,out,12,13,25,2,0,92.3,T20I # 2719
EnglandVsUSA,USA,2,Andries Gous,out,8,5,4,0,1,160,T20I # 2719
EnglandVsUSA,USA,3,Nitish Kumar,out,30,24,38,1,2,125,T20I # 2719
EnglandVsUSA,USA,4,Aaron Jones,out,10,16,10,2,0,62.5,T20I # 2719
EnglandVsUSA,USA,5,Corey Anderson,out,29,28,43,0,1,103.57,T20I # 2719
EnglandVsUSA,USA,6,Milind Kumar,out,4,6,13,0,0,66.66,T20I # 2719
EnglandVsUSA,USA,7,Harmeet Singh,out,21,17,19,2,1,123.52,T20I # 2719
EnglandVsUSA,USA,8,Shadley van Schalkwyk,not out,0,0,7,0,0,-,T20I # 2719
EnglandVsUSA,USA,9,Ali Khan,out,0,2,1,0,0,0,T20I # 2719
EnglandVsUSA,USA,10,Nosthush Kenjige,out,0,1,1,0,0,0,T20I # 2719
EnglandVsUSA,USA,11,Saurabh Netravalkar,out,0,1,1,0,0,0,T20I # 2719
EnglandVsUSA,England,1,Phil Salt,not out,25,21,44,2,0,119.04,T20I # 2719
EnglandVsUSA,England,2,Jos Buttler,not out,83,38,44,6,7,218.42,T20I # 2719
AfghanistanVsAustralia,Afghanistan,1,Rahmanullah Gurbaz,out,60,49,66,4,4,122.44,T20I # 2717
AfghanistanVsAustralia,Afghanistan,2,Ibrahim Zadran,out,51,48,73,6,0,106.25,T20I # 2717
AfghanistanVsAustralia,Afghanistan,3,Azmatullah Omarzai,out,2,3,2,0,0,66.66,T20I # 2717
AfghanistanVsAustralia,Afghanistan,4,Karim Janat,out,13,9,13,0,1,144.44,T20I # 2717
AfghanistanVsAustralia,Afghanistan,5,Rashid Khan,out,2,5,4,0,0,40,T20I # 2717
AfghanistanVsAustralia,Afghanistan,6,Mohammad Nabi,not out,10,4,10,2,0,250,T20I # 2717
AfghanistanVsAustralia,Afghanistan,7,Gulbadin Naib,out,0,1,12,0,0,0,T20I # 2717
AfghanistanVsAustralia,Afghanistan,8,Nangeyalia Kharote,not out,1,1,2,0,0,100,T20I # 2717
AfghanistanVsAustralia,Australia,1,Travis Head,out,0,3,2,0,0,0,T20I # 2717
AfghanistanVsAustralia,Australia,2,David Warner,out,3,8,27,0,0,37.5,T20I # 2717
AfghanistanVsAustralia,Australia,3,Mitchell Marsh,out,12,9,9,2,0,133.33,T20I # 2717
AfghanistanVsAustralia,Australia,4,Glenn Maxwell,out,59,41,58,6,3,143.9,T20I # 2717
AfghanistanVsAustralia,Australia,5,Marcus Stoinis,out,11,17,20,1,0,64.7,T20I # 2717
AfghanistanVsAustralia,Australia,6,Tim David,out,2,4,9,0,0,50,T20I # 2717
AfghanistanVsAustralia,Australia,7,Matthew Wade,out,5,7,16,0,0,71.42,T20I # 2717
AfghanistanVsAustralia,Australia,8,Pat Cummins,out,3,9,9,0,0,33.33,T20I # 2717
AfghanistanVsAustralia,Australia,9,Ashton Agar,out,2,5,10,0,0,40,T20I # 2717
AfghanistanVsAustralia,Australia,10,Adam Zampa,out,9,7,15,1,0,128.57,T20I # 2717
AfghanistanVsAustralia,Australia,11,Josh Hazlewood,not out,5,7,10,0,0,71.42,T20I # 2717
BangladeshVsIndia,India,1,Rohit Sharma,out,23,11,14,3,1,209.09,T20I # 2716
BangladeshVsIndia,India,2,Virat Kohli,out,37,28,34,1,3,132.14,T20I # 2716
BangladeshVsIndia,India,3,Rishabh Pant,out,36,24,36,4,2,150,T20I # 2716
BangladeshVsIndia,India,4,Suryakumar Yadav,out,6,2,2,0,1,300,T20I # 2716
BangladeshVsIndia,India,5,Shivam Dube,out,34,24,38,0,3,141.66,T20I # 2716
BangladeshVsIndia,India,6,Hardik Pandya,not out,50,27,38,4,3,185.18,T20I # 2716
BangladeshVsIndia,India,7,Axar Patel,not out,3,5,13,0,0,60,T20I # 2716
BangladeshVsIndia,Bangladesh,1,Litton Das,out,13,10,20,1,1,130,T20I # 2716
BangladeshVsIndia,Bangladesh,2,Tanzid Hasan,out,29,31,41,4,0,93.54,T20I # 2716
BangladeshVsIndia,Bangladesh,3,Najmul Hossain Shanto,out,40,32,46,1,3,125,T20I # 2716
BangladeshVsIndia,Bangladesh,4,Towhid Hridoy,out,4,6,6,0,0,66.66,T20I # 2716
BangladeshVsIndia,Bangladesh,5,Shakib Al Hasan,out,11,7,7,1,1,157.14,T20I # 2716
BangladeshVsIndia,Bangladesh,6,Mahmudullah,out,13,15,30,1,0,86.66,T20I # 2716
BangladeshVsIndia,Bangladesh,7,Jaker Ali,out,1,4,3,0,0,25,T20I # 2716
BangladeshVsIndia,Bangladesh,8,Rishad Hossain,out,24,10,9,1,3,240,T20I # 2716
BangladeshVsIndia,Bangladesh,9,Mahedi Hasan,not out,5,4,7,1,0,125,T20I # 2716
BangladeshVsIndia,Bangladesh,10,Tanzim Hasan Sakib,not out,1,1,1,0,0,100,T20I # 2716
WestIndiesVsUSA,USA,1,Steven Taylor,out,2,7,5,0,0,28.57,T20I # 2713
WestIndiesVsUSA,USA,2,Andries Gous,out,29,16,37,3,1,181.25,T20I # 2713
WestIndiesVsUSA,USA,3,Nitish Kumar,out,20,19,23,2,0,105.26,T20I # 2713
WestIndiesVsUSA,USA,4,Aaron Jones,out,11,11,12,0,1,100,T20I # 2713
WestIndiesVsUSA,USA,5,Corey Anderson,out,7,15,23,0,0,46.66,T20I # 2713
WestIndiesVsUSA,USA,6,Milind Kumar,out,19,21,35,1,0,90.47,T20I # 2713
WestIndiesVsUSA,USA,7,Harmeet Singh,out,0,1,1,0,0,0,T20I # 2713
WestIndiesVsUSA,USA,8,Shadley van Schalkwyk,out,18,17,17,3,0,105.88,T20I # 2713
WestIndiesVsUSA,USA,9,Nosthush Kenjige,out,1,3,8,0,0,33.33,T20I # 2713
WestIndiesVsUSA,USA,10,Ali Khan,not out,14,6,11,1,1,233.33,T20I # 2713
WestIndiesVsUSA,USA,11,Saurabh Netravalkar,out,0,4,4,0,0,0,T20I # 2713
WestIndiesVsUSA,West Indies,1,Shai Hope,not out,82,39,-,4,8,210.25,T20I # 2713
WestIndiesVsUSA,West Indies,2,Johnson Charles,out,15,14,-,2,0,107.14,T20I # 2713
WestIndiesVsUSA,West Indies,3,Nicholas Pooran,not out,27,12,-,1,3,225,T20I # 2713
EnglandVsSouthAfrica,South Africa,1,Reeza Hendricks,out,19,25,41,1,0,76,T20I # 2712
EnglandVsSouthAfrica,South Africa,2,Quinton de Kock,out,65,38,50,4,4,171.05,T20I # 2712
EnglandVsSouthAfrica,South Africa,3,Heinrich Klaasen,out,8,13,21,1,0,61.53,T20I # 2712
EnglandVsSouthAfrica,South Africa,4,David Miller,out,43,28,40,4,2,153.57,T20I # 2712
EnglandVsSouthAfrica,South Africa,5,Aiden Markram,out,1,2,4,0,0,50,T20I # 2712
EnglandVsSouthAfrica,South Africa,6,Tristan Stubbs,not out,12,11,28,1,0,109.09,T20I # 2712
EnglandVsSouthAfrica,South Africa,7,Marco Jansen,out,0,1,1,0,0,0,T20I # 2712
EnglandVsSouthAfrica,South Africa,8,Keshav Maharaj,not out,5,2,3,1,0,250,T20I # 2712
EnglandVsSouthAfrica,England,1,Phil Salt,out,11,8,8,1,1,137.5,T20I # 2712
EnglandVsSouthAfrica,England,2,Jos Buttler,out,17,20,38,1,0,85,T20I # 2712
EnglandVsSouthAfrica,England,3,Jonny Bairstow,out,16,20,20,1,0,80,T20I # 2712
EnglandVsSouthAfrica,England,4,Moeen Ali,out,9,10,15,0,0,90,T20I # 2712
EnglandVsSouthAfrica,England,5,Harry Brook,out,53,37,50,7,0,143.24,T20I # 2712
EnglandVsSouthAfrica,England,6,Liam Livingstone,out,33,17,33,3,2,194.11,T20I # 2712
EnglandVsSouthAfrica,England,7,Sam Curran,not out,10,7,14,1,0,142.85,T20I # 2712
EnglandVsSouthAfrica,England,8,Jofra Archer,not out,1,2,4,0,0,50,T20I # 2712
AustraliaVsBangladesh,Bangladesh,1,Tanzid Hasan,out,0,3,2,0,0,0,T20I # 2711
AustraliaVsBangladesh,Bangladesh,2,Litton Das,out,16,25,42,2,0,64,T20I # 2711
AustraliaVsBangladesh,Bangladesh,3,Najmul Hossain Shanto,out,41,36,57,5,1,113.88,T20I # 2711
AustraliaVsBangladesh,Bangladesh,4,Rishad Hossain,out,2,4,5,0,0,50,T20I # 2711
AustraliaVsBangladesh,Bangladesh,5,Towhid Hridoy,out,40,28,40,2,2,142.85,T20I # 2711
AustraliaVsBangladesh,Bangladesh,6,Shakib Al Hasan,out,8,10,27,0,0,80,T20I # 2711
AustraliaVsBangladesh,Bangladesh,7,Mahmudullah,out,2,3,7,0,0,66.66,T20I # 2711
AustraliaVsBangladesh,Bangladesh,8,Mahedi Hasan,out,0,1,1,0,0,0,T20I # 2711
AustraliaVsBangladesh,Bangladesh,9,Taskin Ahmed,not out,13,7,9,1,0,185.71,T20I # 2711
AustraliaVsBangladesh,Bangladesh,10,Tanzim Hasan Sakib,not out,4,3,3,0,0,133.33,T20I # 2711
AustraliaVsBangladesh,Australia,1,David Warner,not out,53,35,52,5,3,151.42,T20I # 2711
AustraliaVsBangladesh,Australia,2,Travis Head,out,31,21,30,3,2,147.61,T20I # 2711
AustraliaVsBangladesh,Australia,3,Mitchell Marsh,out,1,6,8,0,0,16.66,T20I # 2711
AustraliaVsBangladesh,Australia,4,Glenn Maxwell,not out,14,6,12,1,1,233.33,T20I # 2711
IndiaVsAfghanistan,India,1,Rohit Sharma,out,8,13,13,1,0,61.53,T20I # 2710
IndiaVsAfghanistan,India,2,Virat Kohli,out,24,24,41,0,1,100,T20I # 2710
IndiaVsAfghanistan,India,3,Rishabh Pant,out,20,11,20,4,0,181.81,T20I # 2710
IndiaVsAfghanistan,India,4,Suryakumar Yadav,out,53,28,51,5,3,189.28,T20I # 2710
IndiaVsAfghanistan,India,5,Shivam Dube,out,10,7,11,0,1,142.85,T20I # 2710
IndiaVsAfghanistan,India,6,Hardik Pandya,out,32,24,40,3,2,133.33,T20I # 2710
IndiaVsAfghanistan,India,7,Ravindra Jadeja,out,7,5,11,1,0,140,T20I # 2710
IndiaVsAfghanistan,India,8,Axar Patel,out,12,6,11,2,0,200,T20I # 2710
IndiaVsAfghanistan,India,9,Arshdeep Singh,not out,2,2,8,0,0,100,T20I # 2710
